time,number_A,number_HA,alpha,surf_ch_dens
140.00000000001765,92,70,0.5679012345679012,-90.98780804938272
150.00000000000855,44,118,0.2716049382716049,-43.51590819753087
159.99999999999946,18,144,0.1111111111111111,-17.80196244444444
169.99999999999037,10,152,0.06172839506172839,-9.889979135802468
179.99999999998127,13,149,0.08024691358024691,-12.85697287654321
189.99999999997218,5,157,0.030864197530864196,-4.944989567901234
199.99999999996308,3,159,0.018518518518518517,-2.9669937407407407
209.99999999995399,4,158,0.024691358024691357,-3.955991654320987
219.9999999999449,5,157,0.030864197530864196,-4.944989567901234
229.9999999999358,5,157,0.030864197530864196,-4.944989567901234
239.9999999999267,1,161,0.006172839506172839,-0.9889979135802468
249.9999999999176,1,161,0.006172839506172839,-0.9889979135802468
259.99999999990854,1,161,0.006172839506172839,-0.9889979135802468
269.99999999989944,3,159,0.018518518518518517,-2.9669937407407407
279.99999999989035,6,156,0.037037037037037035,-5.9339874814814815
289.99999999988125,3,159,0.018518518518518517,-2.9669937407407407
299.99999999987216,3,159,0.018518518518518517,-2.9669937407407407
309.99999999986306,4,158,0.024691358024691357,-3.955991654320987
319.99999999985397,3,159,0.018518518518518517,-2.9669937407407407
329.9999999998449,6,156,0.037037037037037035,-5.9339874814814815
339.9999999998358,3,159,0.018518518518518517,-2.9669937407407407
349.9999999998267,5,157,0.030864197530864196,-4.944989567901234
359.9999999998176,5,157,0.030864197530864196,-4.944989567901234
369.9999999998085,2,160,0.012345679012345678,-1.9779958271604936
379.9999999997994,2,160,0.012345679012345678,-1.9779958271604936
389.9999999997903,8,154,0.04938271604938271,-7.911983308641974
399.9999999997812,3,159,0.018518518518518517,-2.9669937407407407
409.9999999997721,4,158,0.024691358024691357,-3.955991654320987
419.999999999763,5,157,0.030864197530864196,-4.944989567901234
429.9999999997539,2,160,0.012345679012345678,-1.9779958271604936
439.99999999974483,4,158,0.024691358024691357,-3.955991654320987
449.99999999973573,4,158,0.024691358024691357,-3.955991654320987
459.99999999972664,3,159,0.018518518518518517,-2.9669937407407407
469.99999999971755,3,159,0.018518518518518517,-2.9669937407407407
479.99999999970845,3,159,0.018518518518518517,-2.9669937407407407
489.99999999969936,4,158,0.024691358024691357,-3.955991654320987
499.99999999969026,6,156,0.037037037037037035,-5.9339874814814815
509.99999999968117,7,155,0.043209876543209874,-6.922985395061729
519.9999999996721,3,159,0.018518518518518517,-2.9669937407407407
529.999999999663,6,156,0.037037037037037035,-5.9339874814814815
539.9999999996539,4,158,0.024691358024691357,-3.955991654320987
