time,number_A,number_HA,alpha,surf_ch_dens
140.00000000001765,116,46,0.7160493827160493,-229.4475159506173
150.00000000000855,91,71,0.5617283950617284,-179.99762027160494
159.99999999999946,79,83,0.4876543209876543,-156.261670345679
169.99999999999037,69,93,0.42592592592592593,-136.48171207407407
179.99999999998127,62,100,0.38271604938271603,-122.63574128395061
189.99999999997218,56,106,0.345679012345679,-110.76776632098766
199.99999999996308,52,110,0.32098765432098764,-102.85578301234568
209.99999999995399,52,110,0.32098765432098764,-102.85578301234568
219.9999999999449,48,114,0.2962962962962963,-94.9437997037037
229.9999999999358,46,116,0.2839506172839506,-90.98780804938272
239.9999999999267,44,118,0.2716049382716049,-87.03181639506174
249.9999999999176,43,119,0.2654320987654321,-85.05382056790124
259.99999999990854,45,117,0.2777777777777778,-89.00981222222221
269.99999999989944,44,118,0.2716049382716049,-87.03181639506174
279.99999999989035,43,119,0.2654320987654321,-85.05382056790124
289.99999999988125,43,119,0.2654320987654321,-85.05382056790124
299.99999999987216,41,121,0.25308641975308643,-81.09782891358024
309.99999999986306,43,119,0.2654320987654321,-85.05382056790124
319.99999999985397,41,121,0.25308641975308643,-81.09782891358024
329.9999999998449,42,120,0.25925925925925924,-83.07582474074073
339.9999999998358,41,121,0.25308641975308643,-81.09782891358024
349.9999999998267,42,120,0.25925925925925924,-83.07582474074073
359.9999999998176,43,119,0.2654320987654321,-85.05382056790124
369.9999999998085,41,121,0.25308641975308643,-81.09782891358024
379.9999999997994,39,123,0.24074074074074073,-77.14183725925926
389.9999999997903,42,120,0.25925925925925924,-83.07582474074073
399.9999999997812,42,120,0.25925925925925924,-83.07582474074073
409.9999999997721,42,120,0.25925925925925924,-83.07582474074073
419.999999999763,42,120,0.25925925925925924,-83.07582474074073
429.9999999997539,39,123,0.24074074074074073,-77.14183725925926
439.99999999974483,36,126,0.2222222222222222,-71.20784977777777
449.99999999973573,34,128,0.20987654320987653,-67.25185812345678
459.99999999972664,31,131,0.19135802469135801,-61.317870641975304
469.99999999971755,33,129,0.2037037037037037,-65.2738622962963
479.99999999970845,34,128,0.20987654320987653,-67.25185812345678
489.99999999969936,31,131,0.19135802469135801,-61.317870641975304
499.99999999969026,31,131,0.19135802469135801,-61.317870641975304
509.99999999968117,36,126,0.2222222222222222,-71.20784977777777
519.9999999996721,31,131,0.19135802469135801,-61.317870641975304
529.999999999663,31,131,0.19135802469135801,-61.317870641975304
539.9999999996539,30,132,0.18518518518518517,-59.33987481481481
549.9999999996448,31,131,0.19135802469135801,-61.317870641975304
559.9999999996357,32,130,0.19753086419753085,-63.295866469135795
569.9999999996267,34,128,0.20987654320987653,-67.25185812345678
579.9999999996176,33,129,0.2037037037037037,-65.2738622962963
589.9999999996085,33,129,0.2037037037037037,-65.2738622962963
599.9999999995994,35,127,0.21604938271604937,-69.22985395061728
609.9999999995903,37,125,0.22839506172839505,-73.18584560493828
619.9999999995812,38,124,0.2345679012345679,-75.16384143209875
629.9999999995721,33,129,0.2037037037037037,-65.2738622962963
639.999999999563,33,129,0.2037037037037037,-65.2738622962963
649.9999999995539,37,125,0.22839506172839505,-73.18584560493828
659.9999999995448,34,128,0.20987654320987653,-67.25185812345678
669.9999999995357,35,127,0.21604938271604937,-69.22985395061728
679.9999999995266,36,126,0.2222222222222222,-71.20784977777777
689.9999999995175,32,130,0.19753086419753085,-63.295866469135795
699.9999999995084,34,128,0.20987654320987653,-67.25185812345678
709.9999999994993,30,132,0.18518518518518517,-59.33987481481481
719.9999999994902,32,130,0.19753086419753085,-63.295866469135795
729.9999999994811,32,130,0.19753086419753085,-63.295866469135795
739.999999999472,29,133,0.17901234567901234,-57.36187898765432
749.999999999463,32,130,0.19753086419753085,-63.295866469135795
759.9999999994538,34,128,0.20987654320987653,-67.25185812345678
769.9999999994448,27,135,0.16666666666666666,-53.405887333333325
779.9999999994357,30,132,0.18518518518518517,-59.33987481481481
789.9999999994266,29,133,0.17901234567901234,-57.36187898765432
799.9999999994175,28,134,0.1728395061728395,-55.38388316049383
809.9999999994084,31,131,0.19135802469135801,-61.317870641975304
